,sentence_group_id,author,text
18386,id03805,MWS,"He loathed the idea that his daughter should be united to a Christian , but he feared the resentment of Felix if he should appear lukewarm , for he knew that he was still in the power of his deliverer if he should choose to betray him to the Italian state which they inhabited ."
18387,id20457,HPL,"That , Pickman said , was the kind of thing he had been talking about an aperture of the network of tunnels that used to undermine the hill ."
18388,id15536,MWS,"One evening , quitting our inn , we strolled down a shady lane , then up a grassy slope , till we came to an eminence , that commanded an extensive view of hill and dale , meandering rivers , dark woods , and shining villages ."
18389,id07991,EAP,I had finished a portion of the last and the eleventh ; there remained but a single stone to be fitted and plastered in .
18390,id04954,MWS,"The silence of midnight , to speak truly , though apparently a paradox , rung in my ears ."
18391,id17413,EAP,"They behaved remarkably well especially so , any one of sense might have known that some devilish scheme was brewing from that particular fact , that the fellows behaved so remarkably well ."
18392,id20136,EAP,Heavens the town is swarming with wild beasts .
18393,id20136,EAP,"How terrible a spectacle how dangerous a peculiarity '' Terrible , if you please ; but not in the least degree dangerous ."
18394,id18499,MWS,Will you accompany me to Windsor to morrow .
18395,id17129,EAP,"We have the name of the Lothario in question , who is , at present , stationed in Paris , but , for obvious reasons , forbear to make it public . ."
18396,id17765,HPL,"As Kalos grew inexplicably weaker and weaker despite the ministrations of puzzled physicians and of his assiduous friend , he desired to be carried often to the grove which he so loved ."
18397,id23439,HPL,"Walakea , though , was one of the few as had n't got none of the fish blood bein ' of a royal line that intermarried with royal lines on other islands ."
18398,id23137,EAP,His Excellency stooped to take it up .
18399,id06201,MWS,We first came upon a few stragglers of the Irish at St. Albans .
18400,id24663,HPL,"I saw that the moat was filled in , and that some of the well known towers were demolished ; whilst new wings existed to confuse the beholder ."
18401,id08209,EAP,"`` See see '' cried he , shrieking in my ears , `` Almighty God see see '' ."
18402,id08209,EAP,"As he spoke , I became aware of a dull , sullen glare of red light which streamed down the sides of the vast chasm where we lay , and threw a fitful brilliancy upon our deck ."
18403,id21105,HPL,"Wise men told him his simple fancies were inane and childish , and he believed it because he could see that they might easily be so ."
18404,id04809,HPL,"I said to myself , with all the ardour of a sculptor , that this man was a faun 's statue out of antique Hellas , dug from a temple 's ruins and brought somehow to life in our stifling age only to feel the chill and pressure of devastating years ."
18405,id17941,HPL,All I can say is that they came from something I had known as a friend .
18406,id23134,HPL,"At once he saw there was something on the table which did not belong there , and a second look left no room for doubt ."
18407,id11118,EAP,"I had heard the noise , however faint , and my soul was awakened within me ."
18408,id11661,MWS,"They hurried away , as soon as they saw me ; my agitated mien added to their fear of coming near one who had entered within the verge of contagion ."
18409,id15821,HPL,"With strange art were they builded , for no other city had houses like them ; and travellers from Thraa and Ilarnek and Kadatheron marvelled at the shining domes wherewith they were surmounted ."
18410,id13527,MWS,The last action at which I was present was the taking of .
18411,id15258,EAP,"Had I been able to meet with it , at the moment , there could have been no doubt of its fate ; but it appeared that the crafty animal had been alarmed at the violence of my previous anger , and forebore to present itself in my present mood ."
18412,id20482,EAP,"Could I have depended , indeed , upon Jupiter 's aid , I would have had no hesitation in attempting to get the lunatic home by force ; but I was too well assured of the old negro 's disposition , to hope that he would assist me , under any circumstances , in a personal contest with his master ."
18413,id21954,EAP,"On each side of the chest , near the top , were three rings of iron six in all by means of which a firm hold could be obtained by six persons ."
18414,id20267,HPL,He found the Marsh refinery a queer place it 's in an old mill on the lower falls of the Manuxet .
18415,id18617,MWS,"They insisted , therefore , that I should engage with a solemn promise that if the vessel should be freed I would instantly direct my course southwards ."
18416,id23745,EAP,"An eyeglass , on the other hand , has a savor of downright foppery and affectation ."
18417,id13331,EAP,`` .
18418,id13331,EAP,That will do must try it again . .
18419,id25113,HPL,"At other times he would call for the dreaded Necronomicon and the Daemonolatreia of Remigius , in which he seemed hopeful of finding some formula to check the peril he conjured up ."
18420,id02330,HPL,"For on the faces of this throng was writ a madness born of horror unendurable , and on their tongues were words so terrible that no hearer paused for proof ."
18421,id16050,EAP,`` .
18422,id16050,EAP,This thicket was a singular an exceedingly singular one .
18423,id03432,HPL,"The occupant was emitting sounds of veritably inhuman nature , as if racked by some torment beyond description ."
18424,id25773,HPL,"I constantly consulted my watch by the light of my electric lantern , and listened with feverish anxiety at the receiver of the telephone ; but for more than a quarter of an hour heard nothing ."
18425,id14191,MWS,Nothing could exceed in beauty the contrast between these two excellent creatures .
18426,id06845,EAP,But you speak merely of impulses upon the air .
18427,id22035,HPL,"She had never been to school , but was filled with disjointed scraps of ancient lore that Old Whateley had taught her ."
18428,id12916,EAP,"Looking at my watch , I found it six o'clock ."
18429,id26866,HPL,"About seven o'clock in the evening she had died , and her frantic husband had made a frightful scene in his efforts to kill West , whom he wildly blamed for not saving her life ."
18430,id05731,MWS,"You throw a torch into a pile of buildings , and when they are consumed , you sit among the ruins and lament the fall ."
18431,id03842,MWS,"We found Raymond in his dining room with six others : the bottle was being pushed about merrily , and had made considerable inroads on the understanding of one or two ."
18432,id00553,EAP,Yet the effect is incongruous to the timid alone .
18433,id23169,EAP,"I shall be done by and by , and then you may begin ."
18434,id19912,HPL,"In the coffin lay an amulet of curious and exotic design , which had apparently been worn around the sleeper 's neck ."
18435,id25852,MWS,"One man in particular stood in front , his eyes fixt on the prophet , his mouth open , his limbs rigid , while his face changed to various colours , yellow , blue , and green , through intense fear ."
18436,id01653,EAP,"In case of his suspicions with regard to my existence proving ultimately correct , he , in the meantime , made an incision in my stomach , and removed several of my viscera for private dissection ."
18437,id14377,MWS,"The Greek fleet blockading every port of Stamboul , prevented the arrival of succour from Asia ; all egress on the side towards land had become impracticable , except to such desperate sallies , as reduced the numbers of the enemy without making any impression on our lines ."
18438,id09207,HPL,"And yet I am strangely content , and cling desperately to those sere memories , when my mind momentarily threatens to reach beyond to the other ."
18439,id21562,HPL,Out of the South it was that the White Ship used to come when the moon was full and high in the heavens .
18440,id13241,MWS,"I repassed , in my memory , my whole life my quiet happiness while residing with my family in Geneva , the death of my mother , and my departure for Ingolstadt ."
18441,id01604,EAP,The shrieks were continued until the gate was forced and then suddenly ceased .
18442,id26417,EAP,I fancied that it stood on end with indignation .
18443,id12822,MWS,"That Idris , the princely born , nursling of wealth and luxury , should have come through the tempestuous winter night from her regal abode , and standing at my lowly door , conjure me to fly with her through darkness and storm was surely a dream again her plaintive tones , the sight of her loveliness assured me that it was no vision ."
18444,id09554,MWS,"After some observations on the scenery and seats , Raymond said : `` Philosophers have called man a microcosm of nature , and find a reflection in the internal mind for all this machinery visibly at work around us ."
18445,id11114,MWS,He loved her for her beauty and for her amiable disposition but he seemed to love her more for what he considered her superior wisdom .
18446,id03664,MWS,"His design was to visit India , in the belief that he had in his knowledge of its various languages , and in the views he had taken of its society , the means of materially assisting the progress of European colonization and trade ."
18447,id11296,MWS,"They entered , and their leader addressed me ."
18448,id11543,EAP,One was an elm of fine size and exquisite form : it stood guard over the southern gate of the vale .
18449,id16598,EAP,"DURING the fall of the year , while residing near Charlottesville , Virginia , I casually made the acquaintance of Mr. Augustus Bedloe ."
18450,id02621,EAP,"I could hardly forbear laughing in his face while he proceeded to discuss , with the profoundest gravity , what he termed `` the refinedly peculiar character '' of the insult he had received ."
18451,id20940,HPL,I reply that I know nothing beyond what I saw .
18452,id19994,MWS,"The resources of his mind on this occasion were truly astonishing : his conversation was full of imagination ; and very often , in imitation of the Persian and Arabic writers , he invented tales of wonderful fancy and passion ."
18453,id20290,EAP,"We suffered much , and made a narrow escape , but fortune befriended us , as well as our mates in the long boat ."
18454,id03961,HPL,"I went directly home to Toledo from Boston , and later spent a month at Maumee recuperating from my ordeal ."
18455,id21221,EAP,Hence I was obliged to enforce a rigid system of exclusion ; and none obtained access to the premises upon whose discretion I could not rely . .
18456,id03506,MWS,"The whole series of my life appeared to me as a dream ; I sometimes doubted if indeed it were all true , for it never presented itself to my mind with the force of reality ."
18457,id06060,MWS,`` Get well and return to us .
18458,id12254,MWS,"What a brimful cup of joyful agony it was , when his face first gleamed with the glance of recognition when he pressed my hand , now more fevered than his own , and when he pronounced my name ."
18459,id12254,MWS,"No trace of his past insanity remained , to dash my joy with sorrow ."
18460,id20109,EAP,"He became pale , then excessively red ; then , dropping his pocket handkerchief , stooped to recover it , when I caught a glimpse of his countenance , while it could be seen by no one else at the table ."
18461,id23349,HPL,"Against these assertions I have no tangible proof to offer , since my key to the padlock was lost in the struggle on that night of horrors ."
18462,id05509,EAP,"In this manner I fancied I could distinguish the precise moment when he fairly disengaged the lid also , that I could determine when he removed it altogether , and when he deposited it upon the lower berth in his room ; this latter point I knew , for example , by certain slight taps which the lid made in striking against the wooden edges of the berth , as he endeavored to lay it down very gently there being no room for it on the floor ."
18463,id14622,EAP,"I had met , however , with many angles in the wall , and thus I could form no guess at the shape of the vault ; for vault I could not help supposing it to be ."
18464,id18148,EAP,"The writers seem , in each instance , to be utterly uninformed in respect to astronomy ."
18465,id26320,MWS,"What though those limbs moved not , and those lips could no more frame modulated accents of wisdom and love ."
18466,id26320,MWS,"What though like a weed flung from the fruitless sea , he lay the prey of corruption still that was the form she had caressed , those the lips that meeting hers , had drank the spirit of love from the commingling breath ; that was the earthly mechanism of dissoluble clay she had called her own ."
18467,id02089,HPL,As I crawled into the stranded boat I realised that only one theory could explain my position .
18468,id24847,MWS,"The buds decked the trees , the flowers adorned the land : the dark branches , swollen with seasonable juices , expanded into leaves , and the variegated foliage of spring , bending and singing in the breeze , rejoiced in the genial warmth of the unclouded empyrean : the brooks flowed murmuring , the sea was waveless , and the promontories that over hung it were reflected in the placid waters ; birds awoke in the woods , while abundant food for man and beast sprung up from the dark ground ."
18469,id13309,HPL,"The slanting sun was now very low , and the whole hushed town seemed draped in an unreal and malign glamour ."
18470,id20855,EAP,"I repeat , therefore , that it must have been simply a freak of my own fancy , distempered by good Captain Hardy 's green tea ."
18471,id11865,EAP,"Instantly a figure advanced to the threshold that of a young woman about twenty eight years of age slender , or rather slight , and somewhat above the medium height ."
18472,id20172,EAP,But of course this is not the case .
18473,id08952,EAP,"The nerve conveys similar ones to the brain ; the brain , also , similar ones to the unparticled matter which permeates it ."
18474,id07930,EAP,"He is well acquainted with my MS. , and I just copied into the middle of the blank sheet the words `` ' Un dessein si funeste , S'il n'est digne d'Atrée , est digne de Thyeste ."
18475,id24420,MWS,"She weeps continually , and accuses herself unjustly as the cause of his death ; her words pierce my heart ."
18476,id15337,HPL,"Men advised one another to see Nyarlathotep , and shuddered ."
18477,id02376,MWS,These were dreadful fears and they even haunted my dreams .
18478,id14461,HPL,"Imitating Pickman 's listening , I fancied I heard a faint scurrying sound somewhere , and a series of squeals or bleats in a direction I could n't determine ."
18479,id05875,MWS,"Idris is a gentle , pretty , sweet little girl ; it is impossible not to have an affection for her , and I have a very sincere one ; only do not speak of love love , the tyrant and the tyrant queller ; love , until now my conqueror , now my slave ; the hungry fire , the untameable beast , the fanged snake no no I will have nothing to do with that love ."
18480,id20443,EAP,"It is now , to be sure , growing rather dark but you can examine it at your leisure in the morning ."
18481,id13203,EAP,"But , under the real circumstances of the case , if we are to suppose gold the motive of this outrage , we must also imagine the perpetrator so vacillating an idiot as to have abandoned his gold and his motive together ."
18482,id23273,EAP,"`` Captain Pratt , on the contrary , when he had sailed a thousand miles west of this position , was an hour , and when he had sailed twenty four thousand miles west , was twenty four hours , or one day , behind the time at London ."
18483,id22534,EAP,"Had checked for nothing until the third day before her death , when she took out in person the sum of francs ."
18484,id26028,HPL,"Having exhausted the Harris family of all the information it could furnish , I turned my attention to early town records and deeds with a zeal more penetrating than that which my uncle had occasionally shewn in the same work ."
18485,id13351,EAP,"The truth is that the introduction was attended , upon my part , with a degree of anxious embarrassment which operated to prevent any definite impressions of either time or place ."
18486,id08513,MWS,`` .
18487,id08513,MWS,"You propose , '' replied I , `` to fly from the habitations of man , to dwell in those wilds where the beasts of the field will be your only companions ."
18488,id10565,HPL,"Not knowing whether I was mad or sane , sleeping or waking , I was saved only by a merciful numbness ."
18489,id14437,MWS,"But I , the true murderer , felt the never dying worm alive in my bosom , which allowed of no hope or consolation ."
18490,id13393,HPL,A certain number of these failures had remained alive one was in an asylum while others had vanished and as he thought of conceivable yet virtually impossible eventualities he often shivered beneath his usual stolidity .
18491,id20026,EAP,I must look you out a little specimen of each .
18492,id13592,EAP,"In a few moments , however , it is seen that the main body of the water still sweeps in a gentle and extensive curve to the left , the wall following it as before , while a stream of considerable volume , diverging from the principal one , makes its way , with a slight ripple , under the door , and is thus hidden from sight ."
18493,id20964,HPL,"When Jermyn sailed for England , therefore , it was with the exultant probability that he would within a few months receive a priceless ethnological relic confirming the wildest of his great great great grandfather 's narratives that is , the wildest which he had ever heard ."
18494,id01733,HPL,"The awful event was very sudden , and wholly unexpected ."
18495,id26707,HPL,"As lately as an Exeter community exhumed a dead body and ceremoniously burnt its heart in order to prevent certain alleged visitations injurious to the public health and peace , and one may imagine the point of view of the same section in ."
18496,id12092,MWS,"At first I had neglected them , but now that I was able to decipher the characters in which they were written , I began to study them with diligence ."
18497,id14652,EAP,"In fact , having once established connected and legible characters , I scarcely gave a thought to the mere difficulty of developing their import ."
18498,id01734,HPL,"Sally she yelled aout , 'O help , the haouse is a cavin ' in ' . . ."
18499,id24487,MWS,"Be proud of me , and cherish your infant remembrance of me ."
18500,id21270,EAP,"If such had been the case , we know our duty better than to bring him into the presence of a noble of your family . ."
18501,id13455,EAP,"If I felt any emotion at all , it was a kind of chuckling satisfaction at the cleverness I was about to display in extricating myself from this dilemma ; and I never , for a moment , looked upon my ultimate safety as a question susceptible of doubt ."
18502,id20444,EAP,"I have said already that he had his weak points ; but in speaking of these , I must not be understood as referring to his obstinacy : which was one of his strong points `` assurement ce n ' etait pas sa foible . ."
18503,id07796,HPL,As I waited breathlessly I perceived that both sound and wind were increasing ; the effect being to give me an odd notion of myself as tied to a pair of rails in the path of a gigantic approaching locomotive .
18504,id17120,MWS,"Dreadful as the time was when I pursued my father towards the ocean , found their sic only his lifeless corpse ; yet for my own sake I should prefer that to the watching one by one his senses fade ; his pulse weaken and sleeplessly as it were devour his life in gazing ."
18505,id16814,HPL,The youth 's eyes glistened and his nostrils curled at the fumes of the brownish fluid which an attendant was pouring out for him .
18506,id23230,EAP,"Properly introduced , will show not only your knowledge of the language , but your general reading and wit ."
18507,id01987,EAP,"'Oppodeldoc , ' whoever he is , has the audacity to demand of us , for his twattle , a 'speedy insertion and prompt pay . ."
18508,id15711,HPL,"Perhaps it was his mountain freedom that he missed , or perhaps the turmoil in his brain had grown too acute for his rather sluggish physique ; but at all events the flame of vitality flickered low in the decadent body ."
18509,id15353,EAP,"The constructive or combining power , by which ingenuity is usually manifested , and to which the phrenologists I believe erroneously have assigned a separate organ , supposing it a primitive faculty , has been so frequently seen in those whose intellect bordered otherwise upon idiocy , as to have attracted general observation among writers on morals ."
18510,id08085,EAP,"This boat shall guide us , with a rapidity which will surprise even ourselves , to him who employed it in the midnight of the fatal Sabbath ."
18511,id19472,HPL,"Then I tried the opposite of the soothing plan , and told him he was mad pitifully demented ."
18512,id25123,MWS,"Henry wished to dissuade me , but seeing me bent on this plan , ceased to remonstrate ."
18513,id05475,HPL,"Be it then known that I was born on the family Estate in Devonshire , of the th day of August , or in the new Gregorian Stile of Reckoning , the th of August , being therefore now in my th year ."
18514,id05476,EAP,The victim must have been absolutely passive at their will .
18515,id27664,EAP,"Romantic as all this may appear , I really received a letter from Madame Lalande the beautiful , the wealthy , the idolized Madame Lalande ."
18516,id12509,EAP,"e. i. by which again the very classical phrase non est inventus , is supposed to be understood ."
18517,id25947,EAP,This latter reflection urged the man still to follow the fugitive .
18518,id20071,MWS,"I turned angrily away : `` Verney , '' said Adrian , `` you are very cynical : sit down ; or if you will not , perhaps , as you are not a frequent visitor , Lord Raymond will humour you , and accompany us , as we had previously agreed upon , to parliament . ."
18519,id06408,HPL,Have I not told you of the great elixir of eternal life .
18520,id15024,EAP,"The two scoundrels were thus `` in at the death , '' and through a half open window of the back parlor of the inn , amused themselves in grinning at the denouement of the drama ."
18521,id20736,EAP,"In dying , do they not rather waste away mournfully , rendering unto God , little by little , their existence , as these trees render up shadow after shadow , exhausting their substance unto dissolution ."
18522,id06352,HPL,"Most o ' the folks araound the taown took the hard times kind o ' sheep like an ' resigned , but they was in bad shape because the fishin ' was peterin ' aout an ' the mills wa'n't doin ' none too well ."
18523,id24781,EAP,"Those eyes those large , those shining , those divine orbs they became to me twin stars of Leda , and I to them devoutest of astrologers ."
18524,id16230,MWS,"From him she sprung , flesh of his flesh , bone of his bone and not , as heretofore , are you content to trace in her downy cheek and delicate limbs , an affinity to Raymond , but in her enthusiastic affections , in the sweet qualities of her mind , you may still find him living , the good , the great , the beloved ."
18525,id20742,EAP,"My daughter 's daughter , Mademoiselle Voissart , she marry von Monsieur Croissart , and den again , my daughter 's grande daughter , Mademoiselle Croissart , she marry von Monsieur Froissart ; and I suppose you say dat dat is not von ver respectaable name ."
18526,id22650,MWS,"His wit , his bon mots , the record of his personal attractions , fascinating manners , and social talents , were long remembered and repeated from mouth to mouth ."
18527,id08192,EAP,`` .
18528,id08192,EAP,"Yours sincerely , `` STUBBS . ."
18529,id26874,MWS,"Farewell , Perdita farewell , poor girl never again will you see yourself thus ; luxury and wealth are no longer yours ; in the excess of your poverty you may envy the homeless beggar ; most truly am I without a home I live on a barren desart , which , wide and interminable , brings forth neither fruit or flower ; in the midst is a solitary rock , to which thou , Perdita , art chained , and thou seest the dreary level stretch far away . ."
18530,id10620,MWS,"His tale is connected and told with an appearance of the simplest truth , yet I own to you that the letters of Felix and Safie , which he showed me , and the apparition of the monster seen from our ship , brought to me a greater conviction of the truth of his narrative than his asseverations , however earnest and connected ."
18531,id07177,EAP,The duck of Vaucanson was still more remarkable .
18532,id10130,EAP,"The winds of the firmament breathed but one sound within my ears , and the ripples upon the sea murmured evermore Morella ."
18533,id19786,MWS,His plans were facilitated by the news which arrived from Paris .
18534,id23133,EAP,"But first , another draught of the Medoc . ."
18535,id18679,HPL,Armitage chose his words very carefully .
18536,id12579,MWS,"Agatha , the ever gentle Agatha , kissed the hands of the lovely stranger , and pointing to her brother , made signs which appeared to me to mean that he had been sorrowful until she came ."
18537,id01058,MWS,At length it was mentioned in the newspapers .
18538,id16641,MWS,Woodville was obliged to make a journey into the country and was detained from day to day in irksome absence from his lovely bride .
18539,id05861,EAP,"Around in every direction it was still as black as pitch , but nearly overhead there burst out , all at once , a circular rift of clear sky as clear as I ever saw and of a deep bright blue and through it there blazed forth the full moon with a lustre that I never before knew her to wear ."
18540,id25197,HPL,"The thing that lay half bent on its side in a foetid pool of greenish yellow ichor and tarry stickiness was almost nine feet tall , and the dog had torn off all the clothing and some of the skin ."
18541,id04830,EAP,Could not make out the words of the shrill voice .
18542,id05161,MWS,"Some miracle might have produced it , yet the stages of the discovery were distinct and probable ."
18543,id26003,MWS,Could he be I shuddered at the conception the murderer of my brother .
18544,id18805,EAP,Sensations are the great things after all .
18545,id09043,HPL,"I had seen it before , let footprints tell what they might ; and where it was I had seen it were best forgotten ."
18546,id18753,MWS,"Will no entreaties cause thee to turn a favourable eye upon thy creature , who implores thy goodness and compassion ."
18547,id11788,MWS,"The same half disdainful lips and smile of triumph , the same intelligent eyes , the same brow and chestnut hair ; her very hands and taper fingers resembled his ."
18548,id02495,EAP,"William Godwin , however , says in his `` Mandeville , '' that `` invisible things are the only realities , '' and this , all will allow , is a case in point ."
18549,id03822,HPL,"It was a gentle daylight rain that awaked me from my stupor in the brush grown railway cut , and when I staggered out to the roadway ahead I saw no trace of any prints in the fresh mud ."
18550,id06016,MWS,"As he was proceeding along the sands , he struck his foot against something and fell at his length on the ground ."
18551,id09884,EAP,"Long long long many minutes , many hours , many days , have I heard it yet I dared not oh , pity me , miserable wretch that I am I dared not I dared not speak ."
18552,id09884,EAP,We have put her living in the tomb Said I not that my senses were acute .
18553,id06874,MWS,"The very beauty of the Grecian climate , during the season of spring , added torture to her sensations ."
18554,id12176,MWS,"And then he devoutly loved Perdita ; the bend of her head , her glossy ringlets , the turn of her form were to him subjects of deep tenderness and admiration ; as she spoke , her melodious tones entered his soul ; he soon softened towards her , comforting and caressing her , and endeavouring to cheat himself into the belief that he had never wronged her ."
18555,id23438,HPL,"Glass or no glass , I must explore it a little ."
18556,id15771,HPL,"During the 'nineties he dabbled in Satanism , and at all times he devoured avidly any doctrine or theory which seemed to promise escape from the close vistas of science and the dully unvarying laws of Nature ."
18557,id24028,HPL,"In the tentacles this was observable as a deepening of the greenish tinge , whilst in the tail it was manifest as a yellowish appearance which alternated with a sickly greyish white in the spaces between the purple rings ."
18558,id07971,HPL,"As it was , he failed in Calculus ."
18559,id07971,HPL,"D and Advanced General Psychology , though not without hope of making up lost ground before the end of the term ."
18560,id06731,MWS,"But soon the dim orb passed from over the sun , and lingered down the eastern heaven ."
18561,id10629,HPL,"He was living in one of the sheds , and Sawyer thought he seemed unusually worried and tremulous ."
18562,id01292,HPL,"No one could read the old writing now , but things were told by word of mouth ."
18563,id12839,HPL,Outshining all others was the palace of the kings of Mnar and of the lands adjacent .
18564,id18428,MWS,`` .
18565,id18428,MWS,"Do not degrade me in my own eyes , '' she said ; `` poverty has long been my nurse ; hard visaged she is , but honest ."
18566,id03048,HPL,"They feared outsiders , but slowly grew accustomed to us ; finally helping vastly when we beat down all the thickets and tore out all the partitions of the mansion in our search for the lurking fear ."
18567,id10165,HPL,"There was a solution which he injected into the veins of dead things , and if they were fresh enough they responded in strange ways ."
18568,id02203,EAP,"In the end , it is said , the island became , nine tenths of it , church ."
18569,id19167,EAP,"They have no variation of principle in their investigations ; at best , when urged by some unusual emergency by some extraordinary reward they extend or exaggerate their old modes of practice , without touching their principles ."
18570,id19406,EAP,In conclusion : I am done forever with billets doux and am never to be met without SPECTACLES .
18571,id27122,MWS,The events that immediately followed on my arrival at Windsor changed this view of things .
18572,id20604,EAP,"This behavior , I saw plainly , was not very pleasing to Monsieur Maillard ; but that gentleman said nothing , and the conversation was resumed by a very lean little man in a big wig ."
18573,id06822,EAP,"The 'Hum Drum , ' the 'Rowdy Dow , ' and the 'Goosetherumfoodle ' excel , we admit , in braggadocio , but , in all other points , give us the 'Lollipop ."
18574,id00875,MWS,On earth I thought that I had well fulfilled my trial my last moments became peaceful with the reflection that I deserved no blame but you take from me that feeling .
18575,id00875,MWS,My passions were there my all to me and the hopeless misery that possessed me shut all love all images of beauty from my soul Nature was to me as the blackest night if rays of loveliness ever strayed into my darkness it was only to draw bitter tears of hopeless anguish from my eyes Oh on earth what consolation is there to misery .
18576,id02758,HPL,"I also rose , and both stood motionless for a time , straining our ears as the uncanny rhythm seemed more and more to take on a vital quality ."
18577,id04461,MWS,"Looking timidly around , as if she feared to be overheard , she whispered : `` I have discovered to morrow that is , to day already the to morrow is come before dawn , foreigners , Austrians , my mother 's hirelings , are to carry me off to Germany , to prison , to marriage to anything , except you and my brother take me away , or soon they will be here '' I was frightened by her vehemence , and imagined some mistake in her incoherent tale ; but I no longer hesitated to obey her ."
18578,id20262,HPL,Never came back there ca n't be more'n or people living there now .
18579,id07191,MWS,"I was often tempted , when all was at peace around me , and I the only unquiet thing that wandered restless in a scene so beautiful and heavenly if I except some bat , or the frogs , whose harsh and interrupted croaking was heard only when I approached the shore often , I say , I was tempted to plunge into the silent lake , that the waters might close over me and my calamities forever ."
18580,id08132,EAP,"If it flag for an instant , an oversight is committed resulting in injury or defeat ."
18581,id15025,EAP,"She is accosted , and invited to enter , by a polite and voluble individual at the door ."
18582,id08805,EAP,"While he considers what course to pursue , however , he becomes aware of a gentle movement in the fairy bark ."
18583,id16683,MWS,The following morning Lord Raymond visited me early .
18584,id11361,EAP,"With a sigh , he declines to do so ."
18585,id24762,EAP,"So at least swore , with a round oath , Professor Rub a dub , and so finally thought the illustrious Von Underduk , as he took the arm of his brother in science , and without saying a word , began to make the best of his way home to deliberate upon the measures to be adopted ."
18586,id12053,EAP,"But it may be said that this man lives , and is deterred from making himself known , through dread of being charged with the murder ."
18587,id00292,MWS,Will you accompany me .
18588,id12376,MWS,"My departure for Ingolstadt , which had been deferred by these events , was now again determined upon ."
18589,id00713,MWS,"I was a poor , helpless , miserable wretch ; I knew , and could distinguish , nothing ; but feeling pain invade me on all sides , I sat down and wept ."
18590,id09664,HPL,I mention his talk about angles because it suggests something Wilcox had told me of his awful dreams .
18591,id11078,MWS,You are grieved and there is grief in the expression of your countenance but it is gentle and sweet .
18592,id02363,EAP,"This did not occur , however , until the lapse of a fortnight ."
18593,id09981,MWS,"In crowded cities , among cultivated plains , or on the desart mountains , pain is thickly sown , and if we can tear up but one of these noxious weeds , or more , if in its stead we can sow one seed of corn , or plant one fair flower , let that be motive sufficient against suicide ."
18594,id23506,HPL,"Then I asked him if he wished to leave any keepsake or lock of hair for his family in Germany in case I should be rescued , but again he gave me that strange laugh ."
18595,id08981,EAP,"I will read , and you shall listen ; and so we will pass away this terrible night together . ."
18596,id23671,EAP,`` .
18597,id23671,EAP,In supposing it to be a bug of real gold . .
18598,id04704,HPL,"Once when the gentle rain fell I glided in a barge down a sunless stream under the earth till I reached another world of purple twilight , iridescent arbours , and undying roses ."
18599,id22655,EAP,"Thus circumstanced , we shall find that we float without difficulty and without exertion ."
18600,id24133,EAP,Upon reviving he spoke incoherently for some time .
18601,id01657,MWS,They were grass grown and desert .
18602,id21573,HPL,It is sufficient for me to relate events without analysing causes .
18603,id07124,EAP,"I shall cork the MS. up in a bottle , however , and throw it into the sea ."
18604,id25597,HPL,Later I might sift the tale and extract some nucleus of historic allegory ; just now I wished to put it out of my head .
18605,id10862,EAP,But in no regard was he more peculiar than in his personal appearance .
18606,id23649,EAP,"Man doth not yield him to the angels , nor unto death utterly , save only through the weakness of his feeble will . ."
18607,id08250,EAP,"In the year , a case of living inhumation happened in France , attended with circumstances which go far to warrant the assertion that truth is , indeed , stranger than fiction ."
18608,id22948,HPL,"In another second he was out of the abyss and standing tremulously on a rocky hillside bathed in intense , diffused green light ."
18609,id05971,EAP,"As the sleep waker pronounced these latter words , in a feeble tone , I observed on his countenance a singular expression , which somewhat alarmed me , and induced me to awake him at once ."
18610,id15676,EAP,"We have it upon good authority , that Mr. Fatquack received no less than sixty two cents and a half for his late Domestic Nouvelette , the 'Dish Clout . ' `` ."
18611,id15676,EAP,"The contributors to the number before us are Mr. Crab , the eminent editor , Snob , Mumblethumb , Fatquack , and others ; but , after the inimitable compositions of the editor himself , we prefer a diamond like effusion from the pen of a rising poet who writes over the signature 'Snob ' a nom de guerre which we predict will one day extinguish the radiance of 'Boz . ' 'Snob , ' we learn , is a Mr. Thingum Bob , Esq. , sole heir of a wealthy merchant of this city , Thomas Bob , Esq. , and a near relative of the distinguished Mr. Thingum ."
18612,id18271,EAP,But this hesitation was only momentary .
18613,id17218,HPL,dee '' Randolph Carter stopped in the pitch darkness and rubbed his hand across his eyes .
18614,id20804,HPL,Others snapped up what it left and ate with slavering relish .
18615,id25666,HPL,"Somehow they managed to live on independently by the products of their estate , for occasional lights glimpsed from far away hills attested their continued presence ."
18616,id11757,HPL,"I saw the heavens verminous with strange flying things , and beneath them a hellish black city of giant stone terraces with impious pyramids flung savagely to the moon , and devil lights burning from unnumbered windows ."
18617,id16378,EAP,"The same fault is to be found in the `` Attempt c. , '' as we originally saw it ."
18618,id22445,MWS,"Besides , some months have elapsed since the commission of his crimes , and no one can conjecture to what place he has wandered or what region he may now inhabit . ."
18619,id10205,EAP,"`` I zay , '' said he , `` you mos pe dronk as de pig , vor zit dare and not zee me zit ere ; and I zay , doo , you mos pe pigger vool as de goose , vor to dispelief vat iz print in de print ."
18620,id05396,EAP,"As no resistance , beyond whooping and yelling and cock a doodling , was offered to the encroachments of the party without , the ten windows were very speedily , and almost simultaneously , broken in ."
